match,group,is_participating,start,end,content
5,0,yes,11765,19065,"5
FAMILY  Cantharellaceae, Order Cantharellales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Cantharellus cascadensis  Dunham, O'Dell & R. Molina^  Mycol. Res. 107(10): 1171. 2003
ENGLISH NAME(S)  hybrid chanterelle
NOTES  {See also Orange Chanterelles Table.} Also listed in Gilled Category. Features include a stocky stature, a yellow to orange-yellow cap (often partly whitish) that is wavy with a ruffled margin; decurrent vein-like ridges on the whitish to slightly pinkish spore-bearing surface, whitish flesh that turns yellow to ocher-tan when cut, a whitish stem, and yellowish white spore deposit.^ This species was described in 2003 from Oregon using molecular methods to differentiate it from other chanterelle species. It is the most common chanterelle in the southern Cascades and while typical of higher elevation forest it is found on the coast too, at least in California, (Siegel). It is similar to Cantharellus formosus but differs in cap color, tending toward an intensely bright pure yellow cap, as opposed to orange-yellow or brownish yellow for C. formosus, but occasional C. formosus are found with the bright color. The veined underside is paler than in C. formosus. Spore size  microscopy is not helpful, and the two may grow in the same habitat. The stem of C. cascadensis is only occasionally equal and more often club-shaped or wider in the middle or bulbous, whereas the stem of C. formosus is usually equal or narrowing downward and proportionally longer in relation to cap width than in C. cascadensis. A possible character is that cracking of the cap flanked by orange-brown discoloration during dry weather in C. cascadensis was not observed in C. formosus (Dunham). The English name ""hybrid chanterelle"" is derived from the bright cap color like C. formosus combined with the pale underside like C. albidus (Siegel(2)). RANGE Cantharellus cascadensis is found in OR (Dunham(1)), and had been sequenced for WA also (M. Beug, pers. comm.). There are collections from BC at the University of British Columbia. It also occurs in CA (Siegel(2)). A photo from Montana is said to resemble this species (M. Beug and D. Winkler, pers. comm.)
CHEMICAL REACTIONS  
CAP  4-12cm, flat-convex to slightly umbonate, becoming depressed to deeply depressed when old, margin ""incurved at first (never inrolled), soon becoming uplifted with undulating or crisped margins""; most caps are vivid orange yellow to vivid yellow or light orange yellow (colors from Kelly), central disc occasionally fading to white or very pale yellow when water soaked, with fading progressing toward margin, giving the appearance of concentric circles of increasing color intensity toward margin; often showing dark brownish orange discoloration along cracks with exposure to sun or very dry conditions; ""dry and finely tomentose, when developing in dry conditions, toward margin tomentum forming radial fibrils on some specimens"", surface bumpy or with occasional warts of spore-bearing tissue^, (Dunham), (4)7-15cm across, ""convex and lobed with an inrolled margin when young, expanding to broadly convex or flattened and uplifted with a depressed center""; bright, clear yellow to egg-yolk yellow, ""often mottled with watery yellow or creamy patches"", may be extensively creamy yellow if buried; ""usually quite wavy with a thin, ruffled margin"", cap surface ""moist, smooth to slightly matted-scaly at the center in age"", (Siegel)
FLESH  firm; yellowish white (color from Kelly); staining reactions on all tissues of fruitbody when bruised similar in all tissues with intensity increasing as fruitbody dries, deep orange yellow to brownish red (colors from Kelly)^, (Dunham), fibrous, ""firm, solid, stringy""; white, ""(a bit yellowish in cap), bruising slowly yellow and then ocher-tan after being cut"", (Siegel)
UNDERSIDE  ridges long and strongly decurrent, close and narrow (to 0.2cm broad), variously forked or anastomosing; light orange-yellow to pale yellow (colors from Kelly)^, (Dunham), ""deeply decurrent"", 'gills' blunt, ""with many cross veins and wrinkles""; ""Whitish to creamy, sometimes with a light pinkish hue in age or when dry"", (Siegel)
STEM  2-4.5cm x 1-2cm at top below fertile veined area, occasionally equal but more often clavate [club-shaped] to ventricose [wider in middle] or with bulb at base, stem flaring upward and not distinct from cap^, (Dunham), 6-10cm x 2-4cm, base up to 5cm wide, ""chunky, squat, often narrower at apex and distinctly club shaped with a rounded base""; whitish to creamy; ""fibrous to smooth"", (Siegel)
ODOR  not distinctive^ (Dunham), ""indistinct to fruity-fragrant"" (Siegel)
TASTE  not distinctive^ (Dunham), indistinct (Siegel)
EDIBILITY  edible and excellent (Siegel)
HABITAT  single to gregarious or occasionally cespitose, in Pseudotsuga menziesii (Douglas-fir) - Tsuga heterophylla (Western Hemlock) forest of variable age and elevation^, (Dunham), in small groups ""or scattered in large arcs in deep humus of a variety of conifers""; most often with T. heterophylla, Abies nobilis (Grand Fir), and Pseudotsuga menziesii; ""fall and early winter"", (Siegel)
SPORE DEPOSIT  white to yellowish white (colors from Kelly)^, (Dunham), whitish to creamy (Siegel)
MICROSCOPIC  spores 7-13 x 5-8 microns, (average 9.3 x 6.3 microns), elliptic to nearly round, smooth, with variable number of oil droplets^; basidia 4-spored to 8-spored, 85-100 x 7-9 microns; hyphae colorless, ""thin-walled, wavy to interwoven in both context and trama"", 5-12 microns wide, regular and diverse clamp-connections present, (Dunham), spores 7-13 x 5-8 microns, elliptic to nearly round, smooth; basidia 4-spored to 8-spored, (Siegel)
NAME ORIGIN  means ""from the Cascade Mountains, Oregon""
SIMILAR  Cantharellus formosus ""has a yellow-orange cap and yellowish to pinkish buff gills, and is usually smaller"" with a distinctly tall, slender stem that has a tapered base, (Siegel), C. formosus shows orange-yellow to brownish yellow hues on cap, whereas C. cascadensis tends toward an intensely bright pure yellow cap (while occasional C. formosus were bright yellow, C. cascadensis were not found to be yellowish brown): the exact relations to colors of Kelly, of Munsell, and of Ridgway are given in Dunham(1). C. formosus averages slightly smaller (6.1cm, range 2.5-15cm) than C. cascadensis (8.6cm, range 4-12cm); another observation in C. cascadensis, of cracking of the cap flanked by orange-brown discoloration during dry weather was not observed in C. formosus. The stem of C. formosus is sometimes equal but more often narrows downward, whereas the stem of C. cascadensis is only occasionally equal and more often club-shaped to wider in middle or bulbous. (Dunham). Particularly old or waterlogged fruitbodies of C. cascadensis may show yellow only on the outermost edge and resemble Cantharellus subalbidus, (Dunham). C. subalbidus ""can be very similar, but usually has a creamy white to ivory cap (but stains yellowish)"", and an equal or tapered stem, (Siegel), Cantharellus roseocanus favors Sitka spruce or pine. It has a bright orange-yellow underside, and when young and wet has pinkish tones on the cap margin. The color differentiation from C. cascadensis is similar to that from C. formosus q.v.
SOURCES  Dunham(1), Siegel(2)*, Trudell(4)*, Kelly(4)
"
5,1,yes,11765,11767,5

5,2,yes,11767,11773,FAMILY
5,3,yes,11774,11857," Cantharellaceae, Order Cantharellales, Class Agaricomycetes, Phylum Basidiomycota
"
5,4,yes,11857,11870,LATIN NAME(S)
5,5,yes,11871,11959," Cantharellus cascadensis  Dunham, O'Dell & R. Molina^  Mycol. Res. 107(10): 1171. 2003
"
5,6,yes,11959,11974,ENGLISH NAME(S)
5,7,yes,11975,11995, hybrid chanterelle

5,8,yes,11995,12000,NOTES
5,9,yes,12001,13947," {See also Orange Chanterelles Table.} Also listed in Gilled Category. Features include a stocky stature, a yellow to orange-yellow cap (often partly whitish) that is wavy with a ruffled margin; decurrent vein-like ridges on the whitish to slightly pinkish spore-bearing surface, whitish flesh that turns yellow to ocher-tan when cut, a whitish stem, and yellowish white spore deposit.^ This species was described in 2003 from Oregon using molecular methods to differentiate it from other chanterelle species. It is the most common chanterelle in the southern Cascades and while typical of higher elevation forest it is found on the coast too, at least in California, (Siegel). It is similar to Cantharellus formosus but differs in cap color, tending toward an intensely bright pure yellow cap, as opposed to orange-yellow or brownish yellow for C. formosus, but occasional C. formosus are found with the bright color. The veined underside is paler than in C. formosus. Spore size  microscopy is not helpful, and the two may grow in the same habitat. The stem of C. cascadensis is only occasionally equal and more often club-shaped or wider in the middle or bulbous, whereas the stem of C. formosus is usually equal or narrowing downward and proportionally longer in relation to cap width than in C. cascadensis. A possible character is that cracking of the cap flanked by orange-brown discoloration during dry weather in C. cascadensis was not observed in C. formosus (Dunham). The English name ""hybrid chanterelle"" is derived from the bright cap color like C. formosus combined with the pale underside like C. albidus (Siegel(2)). RANGE Cantharellus cascadensis is found in OR (Dunham(1)), and had been sequenced for WA also (M. Beug, pers. comm.). There are collections from BC at the University of British Columbia. It also occurs in CA (Siegel(2)). A photo from Montana is said to resemble this species (M. Beug and D. Winkler, pers. comm.)
"
5,10,yes,13947,13965,CHEMICAL REACTIONS
5,11,yes,13966,13968, 

5,12,yes,13968,13971,CAP
5,13,yes,13972,15206," 4-12cm, flat-convex to slightly umbonate, becoming depressed to deeply depressed when old, margin ""incurved at first (never inrolled), soon becoming uplifted with undulating or crisped margins""; most caps are vivid orange yellow to vivid yellow or light orange yellow (colors from Kelly), central disc occasionally fading to white or very pale yellow when water soaked, with fading progressing toward margin, giving the appearance of concentric circles of increasing color intensity toward margin; often showing dark brownish orange discoloration along cracks with exposure to sun or very dry conditions; ""dry and finely tomentose, when developing in dry conditions, toward margin tomentum forming radial fibrils on some specimens"", surface bumpy or with occasional warts of spore-bearing tissue^, (Dunham), (4)7-15cm across, ""convex and lobed with an inrolled margin when young, expanding to broadly convex or flattened and uplifted with a depressed center""; bright, clear yellow to egg-yolk yellow, ""often mottled with watery yellow or creamy patches"", may be extensively creamy yellow if buried; ""usually quite wavy with a thin, ruffled margin"", cap surface ""moist, smooth to slightly matted-scaly at the center in age"", (Siegel)
"
5,14,yes,15206,15211,FLESH
5,15,yes,15212,15587," firm; yellowish white (color from Kelly); staining reactions on all tissues of fruitbody when bruised similar in all tissues with intensity increasing as fruitbody dries, deep orange yellow to brownish red (colors from Kelly)^, (Dunham), fibrous, ""firm, solid, stringy""; white, ""(a bit yellowish in cap), bruising slowly yellow and then ocher-tan after being cut"", (Siegel)
"
5,16,yes,15587,15596,UNDERSIDE
5,17,yes,15597,15928," ridges long and strongly decurrent, close and narrow (to 0.2cm broad), variously forked or anastomosing; light orange-yellow to pale yellow (colors from Kelly)^, (Dunham), ""deeply decurrent"", 'gills' blunt, ""with many cross veins and wrinkles""; ""Whitish to creamy, sometimes with a light pinkish hue in age or when dry"", (Siegel)
"
5,18,yes,15928,15932,STEM
5,19,no,-1,-1,
5,20,no,-1,-1,
5,21,yes,15933,16326," 2-4.5cm x 1-2cm at top below fertile veined area, occasionally equal but more often clavate [club-shaped] to ventricose [wider in middle] or with bulb at base, stem flaring upward and not distinct from cap^, (Dunham), 6-10cm x 2-4cm, base up to 5cm wide, ""chunky, squat, often narrower at apex and distinctly club shaped with a rounded base""; whitish to creamy; ""fibrous to smooth"", (Siegel)
"
5,22,yes,16326,16330,ODOR
5,23,yes,16331,16400," not distinctive^ (Dunham), ""indistinct to fruity-fragrant"" (Siegel)
"
5,24,yes,16400,16405,TASTE
5,25,yes,16406,16454," not distinctive^ (Dunham), indistinct (Siegel)
"
5,26,yes,16454,16463,EDIBILITY
5,27,yes,16463,16495,  edible and excellent (Siegel)

5,28,yes,16495,16502,HABITAT
5,29,yes,16503,16885," single to gregarious or occasionally cespitose, in Pseudotsuga menziesii (Douglas-fir) - Tsuga heterophylla (Western Hemlock) forest of variable age and elevation^, (Dunham), in small groups ""or scattered in large arcs in deep humus of a variety of conifers""; most often with T. heterophylla, Abies nobilis (Grand Fir), and Pseudotsuga menziesii; ""fall and early winter"", (Siegel)
"
5,30,yes,16885,16898,SPORE DEPOSIT
5,31,yes,16898,16984,"  white to yellowish white (colors from Kelly)^, (Dunham), whitish to creamy (Siegel)
"
5,32,yes,16984,16995,MICROSCOPIC
5,33,yes,16996,17433," spores 7-13 x 5-8 microns, (average 9.3 x 6.3 microns), elliptic to nearly round, smooth, with variable number of oil droplets^; basidia 4-spored to 8-spored, 85-100 x 7-9 microns; hyphae colorless, ""thin-walled, wavy to interwoven in both context and trama"", 5-12 microns wide, regular and diverse clamp-connections present, (Dunham), spores 7-13 x 5-8 microns, elliptic to nearly round, smooth; basidia 4-spored to 8-spored, (Siegel)
"
5,34,yes,17433,17444,NAME ORIGIN
5,35,yes,17445,17489," means ""from the Cascade Mountains, Oregon""
"
5,36,yes,17489,17496,SIMILAR
5,37,yes,17497,19011," Cantharellus formosus ""has a yellow-orange cap and yellowish to pinkish buff gills, and is usually smaller"" with a distinctly tall, slender stem that has a tapered base, (Siegel), C. formosus shows orange-yellow to brownish yellow hues on cap, whereas C. cascadensis tends toward an intensely bright pure yellow cap (while occasional C. formosus were bright yellow, C. cascadensis were not found to be yellowish brown): the exact relations to colors of Kelly, of Munsell, and of Ridgway are given in Dunham(1). C. formosus averages slightly smaller (6.1cm, range 2.5-15cm) than C. cascadensis (8.6cm, range 4-12cm); another observation in C. cascadensis, of cracking of the cap flanked by orange-brown discoloration during dry weather was not observed in C. formosus. The stem of C. formosus is sometimes equal but more often narrows downward, whereas the stem of C. cascadensis is only occasionally equal and more often club-shaped to wider in middle or bulbous. (Dunham). Particularly old or waterlogged fruitbodies of C. cascadensis may show yellow only on the outermost edge and resemble Cantharellus subalbidus, (Dunham). C. subalbidus ""can be very similar, but usually has a creamy white to ivory cap (but stains yellowish)"", and an equal or tapered stem, (Siegel), Cantharellus roseocanus favors Sitka spruce or pine. It has a bright orange-yellow underside, and when young and wet has pinkish tones on the cap margin. The color differentiation from C. cascadensis is similar to that from C. formosus q.v.
"
5,38,yes,19011,19018,SOURCES
5,39,yes,19018,19065,"  Dunham(1), Siegel(2)*, Trudell(4)*, Kelly(4)
"
6,0,yes,19065,27184,"6
FAMILY  Cantharellaceae, Order Cantharellales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Cantharellus formosus  Corner^  Cantharelloid Fungi, Ann. Bot. Mem. 2: 45. 1960
ENGLISH NAME(S)  Pacific golden chanterelle, Pacific chanterelle, golden chanterelle, yellow chanterelle
NOTES  {See also Orange Chanterelles Table.} Also listed in Gilled category. Features of Cantharellus formosus include yellowish orange firm fleshy lobed cap, decurrent vein-like ridges on spore-bearing surface that is orangish to orangish yellow with a pinkish tinge, yellowish orange stem, and yellowish white spore deposit.^ RANGE C. formosus is found in BC, WA, OR, and northwestern CA, and has been reported from ID by Andrew Parker, pers. comm.
CHEMICAL REACTIONS  ^FeSO4 pale green, leaving bright orange ring after evaporation, PDAB bright yellow after 15 minutes, tests done after refrigeration for several days, (Redhead)
CAP  2-14cm, fleshy; brightly colored dull orange yellow to orange, under wet conditions brilliant to soft orange yellow (apricot to orange or saffron (Rayner), ""antimony yellow"" or ""deep chrome"" (Ridgway)), ""with a slightly duskier center and largely obscured overlying fuscous layer"", but in strong shade salmon to rosy buff-colored, with yellow pigment apparently not fully developed, and upon partial drying or in dry conditions ""the subhygrophanous fuscous layer becoming more conspicuous"", appearing either as an even dusky coating and then the surface medium orange yellow to light yellow brown (or ""yellow ocher"" or ""warm buff"" (Ridgway)), or ""breaking up into conspicuous appressed darker patches in scales or bands on a brighter background"", bruising from handling ""inconspicuous to conspicuous, inducing a slow yellowing which changes to ochraceous""^, (Redhead), 4-8cm wide, convex at first, depressed to concave when old; light grayish yellowish brown on disc, pale orange to yellowish white on the margin, bruising dark orange yellow; dry, subtomentose, irregularly rugose (wrinkled), (Tylutki), often big, up to 14cm, dull orange to brown-orange cap; ""frequently with small closely adhering, slightly darker scales particularly visible in dry weather"", (Pilz), up to 20cm (D. Winkler, pers. comm.)
FLESH  whitish to paler than ""ivory yellow"", except immediately below pigmented surfaces^, (Redhead), firm, thick, up to 0.4-0.8cm at stem; yellowish white, (Tylutki), firm, fibrous, when bruised at first turning yellow slowly, eventually darkening to dull ocher, (Pilz)
UNDERSIDE  decurrent, consisting of radiating well developed folds (up to 0.2cm deep) tending to fork between the margins, depending on growth conditions either crowded (0.1cm apart), or subdistant (0.2cm apart) and ""varying from scarcely anastomosing to distinctly intervenose with ladder-like branches, occasionally developing cracks when growth continues afterwards in dry weather""; pale orange yellow (Kelly) to saffron (Rayner) or ""pale pinkish cinnamon"" to ""capucine buff"" (Ridgway) in some areas when moist, to salmon (Rayner) in drier forms or even yellow white to buff on heavily shaded specimens, bruising yellow then ochraceous if fresh and humid^, (Redhead); decurrent, forming well-developed radiating vein-like ridges or folds, forked, irregularly dichotomous; yellowish white to pale orange yellow with slight pale yellowish pink tint, especially toward margin; interveined in places, (Tylutki), deeply ridged, running from cap edge well down the stem; pale orange yellow and often with a pink cast, (Pilz)
STEM  4-8cm x 0.4-2.2cm, equal or narrowing downward, sometimes compressed, sheathed at top by decurrent smooth spore bearing surface extending beyond folds, with sheath occasionally fragmenting into small patches or bands; colored as or slightly paler than cap, ""maize yellow"" or ""buff yellow"" to ""warm buff"" (Ridgway), and usually not as dusky, bruising yellow then ochraceous (Kelly), ""Capucine yellow"" or slightly paler than ""buckthorn brown"" (Ridgway); nearly bald, more conspicuously fibrillose after handling^, (Redhead), up to 5cm long and 0.8-1.6cm wide, cylindric; yellowish white to pale orange yellow, bruising dark orange yellow; furfuraceous to pruinose, (Tylutki), dull orange to brown-orange, (Pilz)
ODOR  none or fragrant of apricots^, (Tylutki), faint, fruity, apricot-like, more noticeable in drier fresh collections, (Pilz)
TASTE  mild to slightly peppery^, (Tylutki), mildly peppery when raw (Pilz)
EDIBILITY  idiosyncratic allergic-type reactions to chanterelles have been reported to North American Mycological Association's poison registry (Benjamin), widely consumed however and considered choice (Pilz)
HABITAT  single to gregarious, often in small clusters or slight arcs, on bare and mossy needle beds, sometimes near coarse woody debris, in both second growth and old growth western North American forests, most often under hemlock (Tsuga heterophylla) sometimes mixed with Douglas fir (Pseudotsuga menziesii), Sitka spruce, (Picea sitchensis) and other associates, once under virtually pure Pinus contorta^, (Redhead), under hemlock, Douglas-fir, and spruce, (Pilz)
SPORE DEPOSIT  yellowish white (Redhead), pale yellow (Tylutki)
MICROSCOPIC  spores 7.2-9.2 x 4.7-6.1 microns, average 8.1 x 5.3 microns, length / width 1.47-1.6, broadly oval to elliptic or broadly cylindric in face view, slightly inequilateral to broadly cylindrical in side view, smooth, inamyloid, colorless, thin-walled^; basidia 4-(5)-6-spored, 86-120 x 8-11.6 microns, clavate, sterigmata large, 5-7 microns long, incurved, with the 5th and 6th further from the apex; hymenial cystidia absent; cap cuticle initially a radially inclining turf of free hyphal ends with many long bluntly tipped hyphal ends, soon collapsing into radially matted, thin, fuscous layer, hyphae and hyphal ends 4-9 microns wide, with fuscous contents and smooth walls up to 0.8 microns thick; clamp connections abundant in all tissues, (Redhead), spores 7-10 x 5.5-6.5 microns, elliptic, smooth; pleurocystidia and cheilocystidia absent, (Tylutki)
NAME ORIGIN  means 'beautiful'
SIMILAR  Cantharellus formosus is similar to Cantharellus roseocanus but 1) tends to be smaller and less yellow [in some areas it tends to be larger, D. Winkler, pers. comm.], 2) lacks the pinkish hoary coating on margin (present on fresh C. roseocanus), 3) has a pinkish tone to the undersurface of the cap that is typically paler than cap (on C. roseocanus typically undersurface is the most intensely yellow tissue of fruiting body), 4) stains yellow readily (C. roseocanus merely exhibits darkened areas where damaged), 5) has spores that rarely exceed 9 microns and length/width ratio 1.47-1.6, as opposed to those of C. roseocanus that often exceed 10 microns, and have length/width ratio 1.72-1.74, (Redhead). C. roseocanus 6) lacks closely appressed scales even when young, whereas C. formosus frequently has small closely adhering, slightly darker scales particularly visible in dry weather, 7) spore deposit darker in color, 8) exhibits no immediate yellow staining, whereas C. formosus when bruised stains yellow at first (slowly), eventually darkening to dull ocher, (Pilz). Cantharellus cibarius of Europe is also similar but C. formosus has stronger orange pigmentation, smaller stature, strongly convex cap at first, and strong orange bruising reaction, (Tylutki). Turbinellus floccosus has scaly usually depressed cap. Chroogomphus tomentosus has cap that is rounder in outline from above, orange flesh, true gills, and blackish spores. Hygrophoropsis aurantiaca has thinner more crowded true gills (may be blunt when young) that are usually more orange than in C. formosus, flimsier flesh, and cap that is not as wavy or frilled, and is often browner cap, (Arora). See also SIMILAR section of Cantharellus cascadensis and Cantharellus subalbidus.
SOURCES  Redhead(24), Pilz(1)*, Trudell(4)*, Tylutki(1), Arora(1)* (1986 - color illustration 178 but not 175 or 177 - as C. cibarius), Lincoff(2)* (plate 427 - as C. cibarius), Schalkwijk-Barendsen(1)* (p.165 - as C. cibarius), Benjamin(1), Desjardin(6)*, Siegel(2)*
"
